operator,count,self_cpu_time_total_us,self_cuda_time_total_us,cpu_memory_usage_bytes,cuda_memory_usage_bytes,input_shapes
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1> >(int, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}, std::array<char*, 2ul>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast<1>)",30,0.0,90.65599999996175,0,0,[]
aten::tanh,30,292.8790000001409,87.42100000004393,0,15360,"[[1, 32]]"
aten::copy_,60,359.08300000016834,86.46100000014712,0,0,"[[32, 2], [32, 2], []]"
aten::copy_,60,513.2329999998974,85.76300000001174,0,0,"[[6], [6], []]"
aten::clamp_min,30,393.1680000000133,85.53500000000895,0,15360,"[[1, 64], []]"
aten::tanh,30,245.84099999984755,84.89799999997922,0,15360,"[[1, 1]]"
aten::clamp_min,30,290.0110000003233,84.1580000001245,0,15360,"[[1, 1], []]"
aten::lt,30,260.6099999998878,82.40099999999802,0,15360,"[[1], [1]]"
aten::mul,30,245.213999999949,81.59999999991032,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::mul,30,245.80199999991328,80.19399999987718,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,402.10599999989154,78.97499999971888,0,15360,"[[1, 32, 7], []]"
aten::mul,30,350.7059999997964,77.2170000000715,0,15360,"[[], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",30,0.0,77.2170000000715,0,0,[]
aten::eq,30,237.22700000000214,76.7999999999688,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::eq,30,240.55399999997144,75.32999999999629,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,421.7110000001039,75.20000000013033,0,15360,"[[1, 32, 2], []]"
aten::abs,30,247.34499999995296,74.17600000005359,0,0,"[[1, 32, 7], [0]]"
aten::sub,30,241.9070000000538,73.85799999992742,0,15360,"[[1, 32], [1, 32], []]"
aten::abs,30,262.319999999876,71.67999999997483,0,0,"[[1, 32, 2], [0]]"
aten::fill_,30,237.71400000028643,69.05900000003749,0,0,"[[1, 33], []]"
aten::copy_,30,303.1800000002986,66.27399999991576,0,0,"[[9], [9], []]"
Memcpy DtoH (Device -> Pageable),30,0.0,66.27399999991576,0,0,[]
aten::copy_,30,195.21999999996615,42.87699999994811,0,0,"[[32, 7], [32, 7], []]"
aten::copy_,30,171.95000000000164,42.21200000008366,0,0,"[[32, 4], [32, 4], []]"
Activity Buffer Request,1,2028.045,1.344000000000051,0,0,[]
aten::lift_fresh,60,24.652999999923964,0.0,0,0,[[6]]
aten::to,60,171.32899999998335,0.0,0,0,"[[6], [], [], [], [], []]"
aten::_to_copy,60,323.21999999970285,0.0,0,0,"[[6], [], [], [], [], [], []]"
aten::empty_strided,510,2731.065000000179,0.0,1080,261120,"[[], [], [], [], [], []]"
cudaStreamIsCapturing,240,226.22599999970953,0.0,0,0,[]
cudaMemcpyAsync,2220,19219.42599999989,0.0,0,0,[]
cudaStreamSynchronize,1380,14048.201000000901,0.0,0,0,[]
aten::to,60,44.30699999984654,0.0,0,0,"[[6], [], [], [], []]"
aten::lift_fresh,30,6.54200000007495,0.0,0,0,"[[32, 7]]"
aten::to,30,64.69700000017019,0.0,0,0,"[[32, 7], [], [], [], [], []]"
aten::_to_copy,30,132.6499999999287,0.0,0,0,"[[32, 7], [], [], [], [], [], []]"
aten::to,30,18.208999999958905,0.0,0,0,"[[32, 7], [], [], [], []]"
aten::lift_fresh,60,15.850000000063574,0.0,0,0,"[[32, 2]]"
aten::to,60,117.98999999988382,0.0,0,0,"[[32, 2], [], [], [], [], []]"
aten::_to_copy,60,315.980999999952,0.0,0,0,"[[32, 2], [], [], [], [], [], []]"
aten::to,60,35.968999999973676,0.0,0,0,"[[32, 2], [], [], [], []]"
aten::lift_fresh,30,6.385999999979958,0.0,0,0,[[33]]
aten::to,30,55.54599999998845,0.0,0,0,"[[33], [], [], [], [], []]"
aten::_to_copy,60,241.77399999982572,0.0,0,0,"[[33], [], [], [], [], [], []]"
aten::to,30,46.726000000003296,0.0,0,0,"[[33], [], [], [], []]"
cudaLaunchKernel,10020,71166.68900000138,0.0,0,0,[]
[memory],8970,0.0,0.0,-1080,-6635520,[]
aten::lift_fresh,30,5.960000000078708,0.0,0,0,"[[32, 4]]"
aten::to,30,61.43200000015122,0.0,0,0,"[[32, 4], [], [], [], [], []]"
aten::_to_copy,30,110.17300000008663,0.0,0,0,"[[32, 4], [], [], [], [], [], []]"
aten::to,30,17.1229999999523,0.0,0,0,"[[32, 4], [], [], [], []]"
aten::unsqueeze,120,323.43599999992466,0.0,0,0,"[[6], []]"
aten::as_strided,120,131.99400000017204,0.0,0,0,"[[6], [], [], []]"
aten::unsqueeze,90,397.0850000000819,0.0,0,0,"[[32, 7], []]"
aten::as_strided,90,108.24999999998272,0.0,0,0,"[[32, 7], [], [], []]"
aten::unsqueeze,90,247.83999999960997,0.0,0,0,"[[32, 2], []]"
aten::as_strided,90,84.36100000020406,0.0,0,0,"[[32, 2], [], [], []]"
aten::unsqueeze,270,612.4679999992582,0.0,0,0,"[[33], []]"
aten::as_strided,270,192.77300000054993,0.0,0,0,"[[33], [], [], []]"
aten::isfinite,60,633.2669999997524,0.0,0,-92160,"[[1, 6]]"
aten::abs,60,275.09600000014734,0.0,0,0,"[[1, 6]]"
aten::empty,1230,5853.155999999073,0.0,0,215040,"[[], [], [], [], [], []]"
aten::resize_,810,3267.21599999998,0.0,0,430080,"[[0], [], []]"
aten::as_strided,1170,1056.3079999992406,0.0,0,0,"[[], [], [], []]"
aten::is_nonzero,1020,2095.7179999989107,0.0,0,0,[[]]
aten::item,1140,2424.6749999996464,0.0,0,0,[[]]
aten::isfinite,30,261.4690000000819,0.0,0,-46080,"[[1, 32, 2]]"
aten::abs,30,217.90000000027885,0.0,0,0,"[[1, 32, 2]]"
aten::isfinite,30,234.62799999992967,0.0,0,-61440,"[[1, 32, 7]]"
aten::abs,30,113.36900000026071,0.0,0,0,"[[1, 32, 7]]"
aten::slice,210,781.5140000003421,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::as_strided,570,491.5939999996381,0.0,0,0,"[[1, 33], [], [], []]"
aten::unsqueeze,30,99.00099999996564,0.0,0,0,"[[1, 12], []]"
aten::as_strided,30,32.342000000057396,0.0,0,0,"[[1, 12], [], [], []]"
aten::expand,30,96.14499999983491,0.0,0,0,"[[1, 1, 12], [], []]"
aten::as_strided,30,37.95999999999185,0.0,0,0,"[[1, 1, 12], [], [], []]"
aten::linear,30,288.56599999996024,0.0,0,0,"[[1, 32, 21], [64, 21], [64]]"
aten::view,30,50.93099999994092,0.0,0,0,"[[1, 32, 21], []]"
aten::t,30,157.39800000003152,0.0,0,0,"[[64, 21]]"
aten::transpose,30,89.32799999992721,0.0,0,0,"[[64, 21], [], []]"
aten::as_strided,30,30.704000000037922,0.0,0,0,"[[64, 21], [], [], []]"
aten::view,90,97.49800000021332,0.0,0,0,"[[32, 64], []]"
aten::relu,90,340.53900000019485,0.0,0,0,"[[1, 32, 64]]"
aten::linear,30,255.0429999998264,0.0,0,0,"[[1, 32, 64], [64, 64], [64]]"
aten::view,60,60.705999999974665,0.0,0,0,"[[1, 32, 64], []]"
aten::t,30,92.22399999983418,0.0,0,0,"[[64, 64]]"
aten::transpose,30,73.04900000018642,0.0,0,0,"[[64, 64], [], []]"
aten::as_strided,30,34.92999999994436,0.0,0,0,"[[64, 64], [], [], []]"
cudaOccupancyMaxActiveBlocksPerMultiprocessor,60,122.17399999982445,0.0,0,0,[]
aten::unsqueeze,30,98.64500000011503,0.0,0,0,"[[1, 32], []]"
aten::as_strided,180,148.52299999985325,0.0,0,0,"[[1, 32], [], [], []]"
aten::to,30,63.50700000017059,0.0,0,0,"[[1, 32, 1], [], [], [], []]"
aten::_to_copy,30,203.7259999998505,0.0,0,0,"[[1, 32, 1], [], [], [], [], [], []]"
aten::as_strided,120,116.17500000016253,0.0,0,0,"[[1, 64], [], [], []]"
aten::as_strided,90,61.99300000017274,0.0,0,0,"[[1, 1], [], [], []]"
aten::unsqueeze,30,119.27300000006971,0.0,0,0,"[[1, 64], []]"
aten::expand,30,123.07500000003802,0.0,0,0,"[[1, 1, 64], [], []]"
aten::as_strided,30,38.55699999998433,0.0,0,0,"[[1, 1, 64], [], [], []]"
aten::linear,30,278.0360000001547,0.0,0,0,"[[1, 32, 128], [64, 128], [64]]"
aten::view,30,56.684999999929914,0.0,0,0,"[[1, 32, 128], []]"
aten::t,30,113.9560000000397,0.0,0,0,"[[64, 128]]"
aten::transpose,30,80.67999999990298,0.0,0,0,"[[64, 128], [], []]"
aten::as_strided,30,31.05000000001155,0.0,0,0,"[[64, 128], [], [], []]"
aten::linear,30,358.5290000000805,0.0,0,0,"[[1, 32, 64], [1, 64], [1]]"
aten::t,60,155.42200000015055,0.0,0,0,"[[1, 64]]"
aten::transpose,60,164.9789999996974,0.0,0,0,"[[1, 64], [], []]"
aten::expand,60,292.78499999987343,0.0,0,0,"[[1], [], []]"
aten::as_strided,750,701.102000000431,0.0,0,0,"[[1], [], [], []]"
aten::view,30,33.21699999993416,0.0,0,0,"[[32, 1], []]"
aten::squeeze,30,104.0939999999764,0.0,0,0,"[[1, 32, 1], []]"
aten::as_strided,30,30.051000000002205,0.0,0,0,"[[1, 32, 1], [], [], []]"
aten::linear,30,187.47000000013668,0.0,0,0,"[[1, 76], [64, 76], [64]]"
aten::t,30,84.82599999989907,0.0,0,0,"[[64, 76]]"
aten::transpose,30,78.02100000007431,0.0,0,0,"[[64, 76], [], []]"
aten::as_strided,30,34.98999999998341,0.0,0,0,"[[64, 76], [], [], []]"
aten::relu,30,110.8280000000077,0.0,0,0,"[[1, 64]]"
aten::linear,30,119.6350000000266,0.0,0,0,"[[1, 64], [1, 64], [1]]"
aten::to,390,322.12400000039634,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::all,420,4333.07699999985,0.0,0,215040,[[1]]
aten::view_as,420,1100.7620000002444,0.0,0,0,"[[1], []]"
aten::view,780,888.9060000002273,0.0,0,0,"[[1], []]"
aten::to,420,120.38499999990927,0.0,0,0,"[[], [], [], [], []]"
aten::isfinite,510,5053.839999999479,0.0,0,-783360,"[[1, 33]]"
aten::abs,510,2125.5690000008644,0.0,0,0,"[[1, 33]]"
aten::masked_fill,390,2167.796999999813,0.0,0,0,"[[1, 33], [1, 33], []]"
aten::clone,390,1838.8930000007558,0.0,0,0,"[[1, 33], []]"
aten::empty_like,390,1226.967000000598,0.0,0,0,"[[1, 33], [], [], [], [], []]"
aten::softmax,120,309.871999999732,0.0,0,0,"[[1, 33], [], []]"
aten::squeeze,360,1045.8950000002733,0.0,0,0,"[[1, 33], []]"
aten::slice,60,220.45600000002014,0.0,0,0,"[[1, 6], [], [], [], []]"
aten::as_strided,60,54.7199999998511,0.0,0,0,"[[1, 6], [], [], []]"
aten::unsqueeze,60,141.44499999980962,0.0,0,0,"[[1, 2], []]"
aten::as_strided,60,50.420000000051004,0.0,0,0,"[[1, 2], [], [], []]"
aten::slice,60,147.57500000014807,0.0,0,0,"[[1, 32, 7], [], [], [], []]"
aten::as_strided,60,67.21499999994921,0.0,0,0,"[[1, 32, 7], [], [], []]"
aten::to,60,55.139999999932115,0.0,0,0,"[[1, 32, 2], [], [], [], [], []]"
aten::unsqueeze,120,300.362999999752,0.0,0,0,"[[32, 4], []]"
aten::as_strided,120,103.89900000035959,0.0,0,0,"[[32, 4], [], [], []]"
aten::to,60,47.54400000000078,0.0,0,0,"[[1, 32], [], [], [], []]"
aten::arange,90,440.8959999998824,0.0,0,0,"[[], [], [], [], []]"
aten::to,300,440.35499999977765,0.0,0,0,"[[1], [], [], [], []]"
aten::to,120,95.06399999984751,0.0,0,0,"[[1, 32, 4], [], [], [], [], []]"
aten::as_strided,240,195.53900000010253,0.0,0,0,"[[1, 32, 4], [], [], []]"
aten::reshape,360,607.1409999996822,0.0,0,0,"[[1], []]"
aten::select,630,1725.374000000259,0.0,0,0,"[[1, 4], [], []]"
aten::as_strided,630,383.7590000001219,0.0,0,0,"[[1, 4], [], [], []]"
aten::relu,450,1368.4929999995284,0.0,0,0,[[1]]
aten::__and__,210,499.29900000005546,0.0,0,0,"[[1], [1]]"
aten::zeros,30,156.1670000001668,0.0,0,0,"[[], [], [], [], []]"
aten::zero_,30,99.32499999981974,0.0,0,0,"[[1, 33]]"
aten::select,90,267.6819999997242,0.0,0,0,"[[1, 32, 4], [], []]"
aten::relu,90,264.2650000001631,0.0,0,0,"[[1, 32]]"
aten::__or__,60,129.83900000014546,0.0,0,0,"[[1], [1]]"
aten::unsqueeze,30,135.01000000004387,0.0,0,0,"[[1], []]"
aten::zeros_like,30,105.16100000003644,0.0,0,0,"[[1], [], [], [], [], []]"
aten::empty_like,60,174.82499999980428,0.0,0,0,"[[1], [], [], [], [], []]"
aten::zero_,30,91.49700000013945,0.0,0,0,[[1]]
aten::_to_copy,150,926.0110000000823,0.0,0,0,"[[1], [], [], [], [], [], []]"
aten::ones_like,30,101.16100000031838,0.0,0,0,"[[1], [], [], [], [], []]"
aten::reshape,270,448.9119999990962,0.0,0,0,"[[], []]"
aten::view,270,190.5640000003532,0.0,0,0,"[[], []]"
aten::stack,30,366.82800000023417,0.0,0,0,"[[], []]"
aten::unsqueeze,270,535.2790000002387,0.0,0,0,"[[], []]"
aten::detach,30,47.82000000002154,0.0,0,0,[[9]]
aten::to,30,84.24099999990904,0.0,0,0,"[[9], [], [], [], [], [], [], []]"
aten::_to_copy,30,187.78299999990668,0.0,0,0,"[[9], [], [], [], [], [], []]"
aten::resolve_conj,30,15.5729999997493,0.0,0,0,[[9]]
aten::resolve_neg,30,6.430999999958658,0.0,0,0,[[9]]
aten::reshape,30,53.039000000118904,0.0,0,0,"[[33], []]"
aten::view,30,43.97300000006362,0.0,0,0,"[[33], []]"
aten::select,60,194.1220000000576,0.0,0,0,"[[1], [], []]"
cudaDeviceSynchronize,2,10.79300000006333,0.0,0,0,[]
