operator,count,self_cpu_time_total_us,self_cuda_time_total_us,cpu_memory_usage_bytes,cuda_memory_usage_bytes,input_shapes
aten::eq,30,458.6490000001395,84.16000000009444,0,15360,"[[1], []]"
"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<long, long, bool, at::native::(anonymous namespace)::CompareEqFunctor<long> >, std::array<char*, 2ul>)",30,0.0,84.16000000009444,0,0,[]
aten::bitwise_not,30,260.3880000000863,83.1029999999082,0,15360,[[1]]
aten::lt,30,254.0579999999536,82.111000000059,0,15360,"[[1], [1]]"
aten::mul,30,254.66299999989496,81.59999999988213,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::mul,30,248.24300000009862,80.25800000016898,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,376.1940000000668,79.07299999982024,0,15360,"[[1, 32, 7], []]"
aten::eq,30,238.33900000003996,76.67199999994227,0,15360,"[[1, 32, 7], [1, 32, 7]]"
aten::eq,30,258.1689999997852,75.42200000004414,0,15360,"[[1, 32, 2], [1, 32, 2]]"
aten::ne,30,408.8429999998898,75.26899999990201,0,15360,"[[1, 32, 2], []]"
aten::abs,30,244.61399999985224,74.2379999999921,0,0,"[[1, 32, 7], [0]]"
aten::sub,30,245.27200000024823,73.53500000003987,0,15360,"[[1, 32], [1, 32], []]"
aten::abs,30,263.6020000001063,71.71100000001024,0,0,"[[1, 32, 2], [0]]"
aten::fill_,30,184.75799999977244,69.05300000007628,0,0,"[[1], []]"
aten::fill_,30,245.25999999998567,67.4859999999644,0,0,"[[1, 33], []]"
aten::copy_,30,278.8020000002216,65.37899999997171,0,0,"[[7], [7], []]"
Memcpy DtoH (Device -> Pageable),30,0.0,65.37899999997171,0,0,[]
aten::copy_,30,199.97800000017196,42.84699999996974,0,0,"[[32, 7], [32, 7], []]"
aten::copy_,30,185.90099999986614,42.176999999938744,0,0,"[[32, 4], [32, 4], []]"
Activity Buffer Request,1,2034.288,1.3760000000002037,0,0,[]
aten::lift_fresh,60,24.24800000016512,0.0,0,0,[[6]]
aten::to,60,180.0770000002176,0.0,0,0,"[[6], [], [], [], [], []]"
aten::_to_copy,60,2364.7370000000465,0.0,0,0,"[[6], [], [], [], [], [], []]"
aten::empty_strided,480,2601.7510000000475,0.0,840,245760,"[[], [], [], [], [], []]"
cudaStreamIsCapturing,240,230.2189999998127,0.0,0,0,[]
cudaMemcpyAsync,2040,17663.75200000015,0.0,0,0,[]
cudaStreamSynchronize,1290,13302.42600000006,0.0,0,0,[]
aten::to,60,44.456999999983054,0.0,0,0,"[[6], [], [], [], []]"
aten::lift_fresh,30,6.7330000001084045,0.0,0,0,"[[32, 7]]"
aten::to,30,142.54400000003534,0.0,0,0,"[[32, 7], [], [], [], [], []]"
aten::_to_copy,30,190.1489999997293,0.0,0,0,"[[32, 7], [], [], [], [], [], []]"
aten::to,30,18.010999999938576,0.0,0,0,"[[32, 7], [], [], [], []]"
aten::lift_fresh,60,15.111000000024433,0.0,0,0,"[[32, 2]]"
aten::to,60,132.36699999978282,0.0,0,0,"[[32, 2], [], [], [], [], []]"
aten::_to_copy,60,257.76800000005824,0.0,0,0,"[[32, 2], [], [], [], [], [], []]"
aten::to,60,35.52400000005582,0.0,0,0,"[[32, 2], [], [], [], []]"
aten::lift_fresh,30,6.524999999927786,0.0,0,0,[[33]]
aten::to,30,56.185999999909654,0.0,0,0,"[[33], [], [], [], [], []]"
aten::_to_copy,60,259.92200000031244,0.0,0,0,"[[33], [], [], [], [], [], []]"
aten::to,30,47.45999999983633,0.0,0,0,"[[33], [], [], [], []]"
cudaLaunchKernel,9150,65670.96199999945,0.0,0,0,[]
[memory],8070,0.0,0.0,-840,-6205440,[]
aten::lift_fresh,30,24.600999999969645,0.0,0,0,"[[32, 4]]"
aten::to,30,60.485000000086075,0.0,0,0,"[[32, 4], [], [], [], [], []]"
aten::_to_copy,30,137.8130000000856,0.0,0,0,"[[32, 4], [], [], [], [], [], []]"
aten::to,30,16.804999999919346,0.0,0,0,"[[32, 4], [], [], [], []]"
aten::unsqueeze,120,303.84300000014355,0.0,0,0,"[[6], []]"
aten::as_strided,120,119.16399999996065,0.0,0,0,"[[6], [], [], []]"
aten::unsqueeze,90,252.52399999988393,0.0,0,0,"[[32, 7], []]"
aten::as_strided,90,86.66700000003402,0.0,0,0,"[[32, 7], [], [], []]"
aten::unsqueeze,90,361.81799999961913,0.0,0,0,"[[32, 2], []]"
aten::as_strided,90,85.28000000030534,0.0,0,0,"[[32, 2], [], [], []]"
aten::unsqueeze,210,472.2289999999057,0.0,0,0,"[[33], []]"
aten::as_strided,210,160.61100000009264,0.0,0,0,"[[33], [], [], []]"
aten::isfinite,60,2243.7319999996034,0.0,0,-92160,"[[1, 6]]"
aten::abs,60,440.6200000002509,0.0,0,0,"[[1, 6]]"
aten::empty,1140,5603.361000000897,0.0,0,199680,"[[], [], [], [], [], []]"
aten::resize_,750,2950.1939999997085,0.0,0,399360,"[[0], [], []]"
aten::as_strided,1050,1073.9439999998367,0.0,0,0,"[[], [], [], []]"
aten::is_nonzero,960,1876.8690000002325,0.0,0,0,[[]]
aten::item,1050,2544.030000000371,0.0,0,0,[[]]
aten::isfinite,30,269.02900000035334,0.0,0,-46080,"[[1, 32, 2]]"
aten::abs,30,113.75199999992765,0.0,0,0,"[[1, 32, 2]]"
aten::isfinite,30,243.87400000005073,0.0,0,-61440,"[[1, 32, 7]]"
aten::abs,30,111.68400000002475,0.0,0,0,"[[1, 32, 7]]"
aten::slice,180,716.4560000000929,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::as_strided,540,489.30900000007205,0.0,0,0,"[[1, 33], [], [], []]"
aten::unsqueeze,30,105.3930000000073,0.0,0,0,"[[1, 12], []]"
aten::as_strided,30,34.907000000066546,0.0,0,0,"[[1, 12], [], [], []]"
aten::expand,30,178.53999999990629,0.0,0,0,"[[1, 1, 12], [], []]"
aten::as_strided,30,39.79400000009082,0.0,0,0,"[[1, 1, 12], [], [], []]"
aten::linear,30,302.1089999998767,0.0,0,0,"[[1, 32, 21], [64, 21], [64]]"
aten::view,30,54.39400000009846,0.0,0,0,"[[1, 32, 21], []]"
aten::t,30,134.45100000004823,0.0,0,0,"[[64, 21]]"
aten::transpose,30,83.8190000000377,0.0,0,0,"[[64, 21], [], []]"
aten::as_strided,30,30.55499999991298,0.0,0,0,"[[64, 21], [], [], []]"
aten::view,90,94.76200000007157,0.0,0,0,"[[32, 64], []]"
aten::relu,90,329.3009999999322,0.0,0,0,"[[1, 32, 64]]"
aten::linear,30,249.91199999960918,0.0,0,0,"[[1, 32, 64], [64, 64], [64]]"
aten::view,60,67.8920000000926,0.0,0,0,"[[1, 32, 64], []]"
aten::t,30,94.18500000012682,0.0,0,0,"[[64, 64]]"
aten::transpose,30,73.96699999994598,0.0,0,0,"[[64, 64], [], []]"
aten::as_strided,30,37.77099999999518,0.0,0,0,"[[64, 64], [], [], []]"
cudaOccupancyMaxActiveBlocksPerMultiprocessor,60,125.59500000002117,0.0,0,0,[]
aten::unsqueeze,30,182.3849999997983,0.0,0,0,"[[1, 32], []]"
aten::as_strided,180,168.28200000016477,0.0,0,0,"[[1, 32], [], [], []]"
aten::to,30,82.15999999997439,0.0,0,0,"[[1, 32, 1], [], [], [], []]"
aten::_to_copy,30,220.8559999999743,0.0,0,0,"[[1, 32, 1], [], [], [], [], [], []]"
aten::as_strided,120,131.61000000003878,0.0,0,0,"[[1, 64], [], [], []]"
aten::as_strided,90,68.23499999978412,0.0,0,0,"[[1, 1], [], [], []]"
aten::unsqueeze,30,90.24900000017442,0.0,0,0,"[[1, 64], []]"
aten::expand,30,105.64200000000346,0.0,0,0,"[[1, 1, 64], [], []]"
aten::as_strided,30,32.298000000017055,0.0,0,0,"[[1, 1, 64], [], [], []]"
aten::linear,30,270.5540000000474,0.0,0,0,"[[1, 32, 128], [64, 128], [64]]"
aten::view,30,48.10399999987567,0.0,0,0,"[[1, 32, 128], []]"
aten::t,30,116.50100000013663,0.0,0,0,"[[64, 128]]"
aten::transpose,30,178.6519999997472,0.0,0,0,"[[64, 128], [], []]"
aten::as_strided,30,28.844000000117376,0.0,0,0,"[[64, 128], [], [], []]"
aten::linear,30,228.43799999975636,0.0,0,0,"[[1, 32, 64], [1, 64], [1]]"
aten::t,60,150.7840000003289,0.0,0,0,"[[1, 64]]"
aten::transpose,60,159.3459999997158,0.0,0,0,"[[1, 64], [], []]"
aten::expand,60,223.30600000011327,0.0,0,0,"[[1], [], []]"
aten::as_strided,660,719.8680000001295,0.0,0,0,"[[1], [], [], []]"
aten::view,30,33.83399999987705,0.0,0,0,"[[32, 1], []]"
aten::squeeze,30,107.06599999991886,0.0,0,0,"[[1, 32, 1], []]"
aten::as_strided,30,28.0860000000539,0.0,0,0,"[[1, 32, 1], [], [], []]"
aten::linear,30,190.52800000000934,0.0,0,0,"[[1, 76], [64, 76], [64]]"
aten::t,30,105.4280000002127,0.0,0,0,"[[64, 76]]"
aten::transpose,30,77.46799999989526,0.0,0,0,"[[64, 76], [], []]"
aten::as_strided,30,41.75199999993856,0.0,0,0,"[[64, 76], [], [], []]"
aten::relu,30,101.63500000009117,0.0,0,0,"[[1, 64]]"
aten::linear,30,92.34400000006099,0.0,0,0,"[[1, 64], [1, 64], [1]]"
aten::to,360,291.92199999952027,0.0,0,0,"[[1, 33], [], [], [], []]"
aten::all,360,3473.659000000407,0.0,0,184320,[[1]]
aten::view_as,360,832.8320000000967,0.0,0,0,"[[1], []]"
aten::view,660,777.3240000001151,0.0,0,0,"[[1], []]"
aten::to,360,101.05699999967692,0.0,0,0,"[[], [], [], [], []]"
aten::isfinite,480,4420.989999999856,0.0,0,-737280,"[[1, 33]]"
aten::abs,480,2263.4869999996936,0.0,0,0,"[[1, 33]]"
aten::masked_fill,360,3021.6140000003415,0.0,0,0,"[[1, 33], [1, 33], []]"
aten::clone,360,3109.9710000004725,0.0,0,0,"[[1, 33], []]"
aten::empty_like,360,1111.11199999995,0.0,0,0,"[[1, 33], [], [], [], [], []]"
aten::softmax,120,345.63300000017443,0.0,0,0,"[[1, 33], [], []]"
aten::squeeze,360,1053.305999999866,0.0,0,0,"[[1, 33], []]"
aten::slice,60,226.6130000000103,0.0,0,0,"[[1, 6], [], [], [], []]"
aten::as_strided,60,72.4070000001193,0.0,0,0,"[[1, 6], [], [], []]"
aten::unsqueeze,60,159.10999999993692,0.0,0,0,"[[1, 2], []]"
aten::as_strided,60,69.30000000003383,0.0,0,0,"[[1, 2], [], [], []]"
aten::slice,60,126.98200000020734,0.0,0,0,"[[1, 32, 7], [], [], [], []]"
aten::as_strided,60,67.50599999995757,0.0,0,0,"[[1, 32, 7], [], [], []]"
aten::to,60,55.70099999989361,0.0,0,0,"[[1, 32, 2], [], [], [], [], []]"
aten::zeros,30,141.43099999999868,0.0,0,0,"[[], [], [], [], []]"
aten::zero_,30,99.31200000004173,0.0,0,0,"[[1, 33]]"
aten::unsqueeze,90,239.0469999997531,0.0,0,0,"[[32, 4], []]"
aten::as_strided,90,103.47200000012162,0.0,0,0,"[[32, 4], [], [], []]"
aten::to,90,72.33299999993687,0.0,0,0,"[[1, 32, 4], [], [], [], [], []]"
aten::select,90,340.9420000001901,0.0,0,0,"[[1, 32, 4], [], []]"
aten::as_strided,210,169.3579999997146,0.0,0,0,"[[1, 32, 4], [], [], []]"
aten::relu,90,266.8940000001039,0.0,0,0,"[[1, 32]]"
aten::arange,60,291.97499999995125,0.0,0,0,"[[], [], [], [], []]"
aten::to,270,338.9170000000013,0.0,0,0,"[[1], [], [], [], []]"
aten::reshape,300,511.0109999998349,0.0,0,0,"[[1], []]"
aten::select,540,1460.3470000000125,0.0,0,0,"[[1, 4], [], []]"
aten::as_strided,540,344.7359999996479,0.0,0,0,"[[1, 4], [], [], []]"
aten::relu,360,1051.1700000005621,0.0,0,0,[[1]]
aten::to,30,23.779000000067754,0.0,0,0,"[[1, 32], [], [], [], []]"
aten::__and__,150,314.50000000007276,0.0,0,0,"[[1], [1]]"
aten::__or__,60,121.89199999999983,0.0,0,0,"[[1], [1]]"
aten::unsqueeze,30,128.65300000015122,0.0,0,0,"[[1], []]"
aten::zeros_like,30,107.13599999996222,0.0,0,0,"[[1], [], [], [], [], []]"
aten::empty_like,30,97.64499999998225,0.0,0,0,"[[1], [], [], [], [], []]"
aten::zero_,30,95.41700000013952,0.0,0,0,[[1]]
aten::_to_copy,150,909.7569999999068,0.0,0,0,"[[1], [], [], [], [], [], []]"
aten::reshape,210,338.7889999993713,0.0,0,0,"[[], []]"
aten::view,210,150.67500000037398,0.0,0,0,"[[], []]"
aten::stack,30,342.2600000002858,0.0,0,0,"[[], []]"
aten::unsqueeze,210,327.32900000000154,0.0,0,0,"[[], []]"
aten::detach,30,52.03600000006918,0.0,0,0,[[7]]
aten::to,30,81.1690000001363,0.0,0,0,"[[7], [], [], [], [], [], [], []]"
aten::_to_copy,30,165.87799999969866,0.0,0,0,"[[7], [], [], [], [], [], []]"
aten::resolve_conj,30,15.991999999936525,0.0,0,0,[[7]]
aten::resolve_neg,30,6.632999999917956,0.0,0,0,[[7]]
aten::reshape,30,48.985999999946216,0.0,0,0,"[[33], []]"
aten::view,30,43.049000000042724,0.0,0,0,"[[33], []]"
aten::select,60,198.27099999988786,0.0,0,0,"[[1], [], []]"
cudaDeviceSynchronize,2,16.789000000047963,0.0,0,0,[]
